origin_iso3,dest_iso3,commodity,value_usd,period_year,period_quarter
USA,SWE,textiles,234354147,2025,3
USA,SWE,other,1814955624,2025,4
USA,DNK,energy,812600555,2025,3
USA,DNK,semis,1040532012,2025,2
USA,DNK,pharma,421643980,2025,3
USA,DNK,food,144092502,2025,4
USA,DNK,industrial_metals,231177041,2025,1
USA,DNK,vehicles,418338664,2025,3
USA,DNK,agriculture,507454690,2025,1
USA,DNK,chemicals,690878473,2025,1
USA,DNK,textiles,166325514,2025,3
USA,DNK,other,1750135335,2025,3
USA,FIN,energy,707176446,2025,4
USA,FIN,semis,821203581,2025,2
USA,FIN,pharma,549836632,2025,2
USA,FIN,food,178860392,2025,3
USA,FIN,industrial_metals,232774683,2025,4
USA,FIN,vehicles,408933731,2025,1
USA,FIN,agriculture,702267424,2025,4
USA,FIN,chemicals,427181354,2025,4
USA,FIN,textiles,245968150,2025,1
USA,FIN,other,2414068299,2025,4
USA,ZAF,energy,683032797,2025,1
USA,ZAF,semis,891114836,2025,2
USA,ZAF,pharma,430726072,2025,4
USA,ZAF,food,148965573,2025,4
USA,ZAF,industrial_metals,173775583,2025,3
USA,ZAF,vehicles,355749720,2025,3
USA,ZAF,agriculture,624113427,2025,2
USA,ZAF,chemicals,534737399,2025,1
USA,ZAF,textiles,216414202,2025,2
USA,ZAF,other,2245411842,2025,2
USA,EGY,energy,577029219,2025,2
USA,EGY,semis,728000198,2025,3
USA,EGY,pharma,646953021,2025,2
USA,EGY,food,129181247,2025,3
USA,EGY,industrial_metals,215854230,2025,1
USA,EGY,vehicles,465597557,2025,1
USA,EGY,agriculture,409316086,2025,4
USA,EGY,chemicals,556984338,2025,3
USA,EGY,textiles,125491706,2025,2
USA,EGY,other,2046085350,2025,2
USA,NGA,energy,808691596,2025,2
USA,NGA,semis,772744775,2025,3
USA,NGA,pharma,634839578,2025,3
USA,NGA,food,229659673,2025,1
USA,NGA,industrial_metals,156813739,2025,3
USA,NGA,vehicles,597789141,2025,4
USA,NGA,agriculture,747143291,2025,4
USA,NGA,chemicals,637677530,2025,4
USA,NGA,textiles,208455804,2025,3
USA,NGA,other,2320247135,2025,4
DEU,USA,energy,3657857492,2025,3
DEU,USA,semis,8416703584,2025,3
DEU,USA,pharma,7232054215,2025,4
DEU,USA,food,3629486076,2025,1
DEU,USA,industrial_metals,10401460207,2025,1
DEU,USA,vehicles,19453051370,2025,2
DEU,USA,agriculture,4472320289,2025,1
DEU,USA,chemicals,13925644441,2025,4
DEU,USA,textiles,4416979316,2025,4
DEU,USA,other,43390770358,2025,4
DEU,FRA,energy,2645158617,2025,4
DEU,FRA,semis,8036911980,2025,3
DEU,FRA,pharma,6113163458,2025,2
DEU,FRA,food,3491078810,2025,2
DEU,FRA,industrial_metals,6443473192,2025,2
DEU,FRA,vehicles,17720931656,2025,4
DEU,FRA,agriculture,4298145962,2025,4
DEU,FRA,chemicals,10324458477,2025,1
DEU,FRA,textiles,2841462725,2025,4
DEU,FRA,other,28682584014,2025,2
DEU,CHN,energy,3831282057,2025,1
DEU,CHN,semis,5396619819,2025,2
DEU,CHN,pharma,9166077242,2025,1
DEU,CHN,food,3111409552,2025,3
DEU,CHN,industrial_metals,7606267850,2025,3
DEU,CHN,vehicles,13394255714,2025,2
DEU,CHN,agriculture,3359252327,2025,3
DEU,CHN,chemicals,8796690207,2025,3
DEU,CHN,textiles,2523967718,2025,4
DEU,CHN,other,23624984244,2025,2
DEU,NLD,energy,1605207843,2025,1
DEU,NLD,semis,3413514539,2025,2
DEU,NLD,pharma,5513129632,2025,1
DEU,NLD,food,1546487283,2025,1
DEU,NLD,industrial_metals,5837482399,2025,1
DEU,NLD,vehicles,12221616615,2025,3
DEU,NLD,agriculture,1446642301,2025,1
DEU,NLD,chemicals,7559824142,2025,3
DEU,NLD,textiles,1509420154,2025,2
DEU,NLD,other,22742010151,2025,2
DEU,ITA,energy,2019688669,2025,2
DEU,ITA,semis,4529781277,2025,1
DEU,ITA,pharma,5845614608,2025,4
DEU,ITA,food,2948167601,2025,1
DEU,ITA,industrial_metals,5200028660,2025,2
DEU,ITA,vehicles,9058277066,2025,2
DEU,ITA,agriculture,2332580448,2025,4
DEU,ITA,chemicals,6044570095,2025,2
DEU,ITA,textiles,2683362204,2025,1
DEU,ITA,other,26071344261,2025,2
DEU,POL,energy,2182672411,2025,1
DEU,POL,semis,4159555380,2025,1
DEU,POL,pharma,4745290555,2025,4
DEU,POL,food,2049922780,2025,1
DEU,POL,industrial_metals,3818126799,2025,3
DEU,POL,vehicles,9434111466,2025,3
DEU,POL,agriculture,2006660552,2025,4
DEU,POL,chemicals,4383902776,2025,2
DEU,POL,textiles,1775329292,2025,1
DEU,POL,other,17440174059,2025,2
DEU,AUT,energy,1408704815,2025,3
DEU,AUT,semis,4210687570,2025,1
DEU,AUT,pharma,3633198470,2025,3
DEU,AUT,food,1938039278,2025,3
DEU,AUT,industrial_metals,5537337826,2025,2
DEU,AUT,vehicles,9691339729,2025,4
DEU,AUT,agriculture,2141817625,2025,2
DEU,AUT,chemicals,4536538122,2025,2
DEU,AUT,textiles,1776887440,2025,3
DEU,AUT,other,19712064826,2025,3
DEU,CHE,energy,1305742267,2025,1
DEU,CHE,semis,2381599185,2025,3
DEU,CHE,pharma,3630973959,2025,2
DEU,CHE,food,1322436935,2025,3
DEU,CHE,industrial_metals,3647379009,2025,4
DEU,CHE,vehicles,5660809943,2025,4
DEU,CHE,agriculture,1644842564,2025,2
DEU,CHE,chemicals,4535439279,2025,2
DEU,CHE,textiles,1912147021,2025,3
DEU,CHE,other,16022117591,2025,3
DEU,GBR,energy,1840331800,2025,3
DEU,GBR,semis,2628957901,2025,1
DEU,GBR,pharma,4498471677,2025,4
DEU,GBR,food,1565014578,2025,2
DEU,GBR,industrial_metals,3602456159,2025,2
DEU,GBR,vehicles,9094021177,2025,4
DEU,GBR,agriculture,1876096235,2025,1
DEU,GBR,chemicals,3919061725,2025,4
DEU,GBR,textiles,1830607015,2025,1
DEU,GBR,other,11678051741,2025,1
DEU,BEL,energy,976277911,2025,3
DEU,BEL,semis,3083722957,2025,3
DEU,BEL,pharma,3880128098,2025,3
DEU,BEL,food,1663474146,2025,4
DEU,BEL,industrial_metals,3886648667,2025,2
DEU,BEL,vehicles,7174275342,2025,2
DEU,BEL,agriculture,990177075,2025,3
DEU,BEL,chemicals,3059792276,2025,3
DEU,BEL,textiles,1106857273,2025,1
DEU,BEL,other,12352299316,2025,4
DEU,ESP,energy,1224476523,2025,1
DEU,ESP,semis,1793237704,2025,3
DEU,ESP,pharma,3310189582,2025,3
DEU,ESP,food,958597558,2025,3
DEU,ESP,industrial_metals,2399410054,2025,4
DEU,ESP,vehicles,4932849929,2025,3
DEU,ESP,agriculture,1164401772,2025,1
DEU,ESP,chemicals,3562336017,2025,4
DEU,ESP,textiles,1336697098,2025,1
DEU,ESP,other,8429782879,2025,2
DEU,CZE,energy,909679797,2025,2
DEU,CZE,semis,2312797681,2025,3
DEU,CZE,pharma,2621766426,2025,1
DEU,CZE,food,801250348,2025,1
DEU,CZE,industrial_metals,1864364164,2025,2
DEU,CZE,vehicles,5092705277,2025,1
DEU,CZE,agriculture,1230009061,2025,4
DEU,CZE,chemicals,3503950086,2025,2
DEU,CZE,textiles,986981844,2025,1
DEU,CZE,other,8941747544,2025,1
DEU,HUN,energy,1340120786,2025,1
DEU,HUN,semis,2369089082,2025,3
DEU,HUN,pharma,1868291503,2025,2
DEU,HUN,food,1208798796,2025,1
DEU,HUN,industrial_metals,2629984486,2025,1
DEU,HUN,vehicles,6650016269,2025,1
DEU,HUN,agriculture,1221249962,2025,1
DEU,HUN,chemicals,4106708454,2025,4
DEU,HUN,textiles,1342053813,2025,2
DEU,HUN,other,7675774661,2025,2
DEU,SWE,energy,992000485,2025,3
DEU,SWE,semis,1649011156,2025,3
DEU,SWE,pharma,1623399231,2025,1
DEU,SWE,food,1070701136,2025,2
DEU,SWE,industrial_metals,2357236049,2025,4
DEU,SWE,vehicles,3380148911,2025,1
DEU,SWE,agriculture,718369662,2025,3
DEU,SWE,chemicals,1875856101,2025,1
DEU,SWE,textiles,862214066,2025,3
DEU,SWE,other,10080143837,2025,3
DEU,DNK,energy,996684385,2025,3
DEU,DNK,semis,1517116980,2025,2
DEU,DNK,pharma,2485691195,2025,1
DEU,DNK,food,917696886,2025,3
DEU,DNK,industrial_metals,2011949558,2025,3
DEU,DNK,vehicles,3403620923,2025,4
DEU,DNK,agriculture,665843190,2025,3
DEU,DNK,chemicals,2225128472,2025,2
DEU,DNK,textiles,644545848,2025,4
DEU,DNK,other,6495253958,2025,1
DEU,ROU,energy,582034365,2025,2
DEU,ROU,semis,1167786503,2025,3
DEU,ROU,pharma,1321320756,2025,2
DEU,ROU,food,552879726,2025,3
DEU,ROU,industrial_metals,1379266856,2025,3
DEU,ROU,vehicles,3078319123,2025,2
DEU,ROU,agriculture,718711105,2025,2
DEU,ROU,chemicals,2229178506,2025,1
DEU,ROU,textiles,763876839,2025,2
DEU,ROU,other,7381104772,2025,4
DEU,TUR,energy,697198873,2025,4
DEU,TUR,semis,1364949587,2025,4
DEU,TUR,pharma,1954756056,2025,3
DEU,TUR,food,859153676,2025,4
DEU,TUR,industrial_metals,1763486114,2025,1
DEU,TUR,vehicles,2868943417,2025,4
DEU,TUR,agriculture,572637815,2025,2
DEU,TUR,chemicals,2550733826,2025,3
DEU,TUR,textiles,697377733,2025,4
DEU,TUR,other,8641072997,2025,3
DEU,JPN,energy,563309514,2025,4
DEU,JPN,semis,1436484203,2025,1
DEU,JPN,pharma,1577157260,2025,1
DEU,JPN,food,578103768,2025,2
DEU,JPN,industrial_metals,1950503365,2025,3
DEU,JPN,vehicles,2650229767,2025,4
DEU,JPN,agriculture,748740531,2025,4
DEU,JPN,chemicals,1807576891,2025,2
DEU,JPN,textiles,766164070,2025,2
DEU,JPN,other,4922235044,2025,1
DEU,KOR,energy,415507971,2025,4
DEU,KOR,semis,1086506522,2025,4
DEU,KOR,pharma,1552474783,2025,4
DEU,KOR,food,421712082,2025,2
DEU,KOR,industrial_metals,1838093251,2025,4
DEU,KOR,vehicles,3394699085,2025,4
DEU,KOR,agriculture,534971013,2025,2
DEU,KOR,chemicals,2137048523,2025,3
DEU,KOR,textiles,529065209,2025,3
DEU,KOR,other,4047952853,2025,3
DEU,RUS,energy,477686281,2025,3
DEU,RUS,semis,1207043027,2025,4
DEU,RUS,pharma,850098404,2025,3
DEU,RUS,food,357027938,2025,1
DEU,RUS,industrial_metals,1355832961,2025,1
DEU,RUS,vehicles,1960376351,2025,2
DEU,RUS,agriculture,587911808,2025,1
DEU,RUS,chemicals,1786164574,2025,2
DEU,RUS,textiles,536022160,2025,4
DEU,RUS,other,5270454602,2025,1
DEU,BRA,energy,512095224,2025,2
DEU,BRA,semis,638022831,2025,3
DEU,BRA,pharma,1155469663,2025,3
DEU,BRA,food,289021339,2025,2
DEU,BRA,industrial_metals,1116431877,2025,3
DEU,BRA,vehicles,1500477695,2025,3
DEU,BRA,agriculture,494062355,2025,2
DEU,BRA,chemicals,915000457,2025,3
DEU,BRA,textiles,461524907,2025,3
DEU,BRA,other,5050539035,2025,3
DEU,MEX,energy,328896047,2025,2
DEU,MEX,semis,836806942,2025,4
DEU,MEX,pharma,1046972091,2025,1
DEU,MEX,food,342972283,2025,3
DEU,MEX,industrial_metals,755862876,2025,2
DEU,MEX,vehicles,2272110084,2025,1
DEU,MEX,agriculture,501230318,2025,4
DEU,MEX,chemicals,1263184014,2025,2
DEU,MEX,textiles,403521430,2025,4
DEU,MEX,other,3398605699,2025,1
DEU,CAN,energy,293338391,2025,3
DEU,CAN,semis,701289762,2025,3
DEU,CAN,pharma,833662274,2025,1
DEU,CAN,food,392688068,2025,2
DEU,CAN,industrial_metals,670968084,2025,1
DEU,CAN,vehicles,1615977302,2025,4
DEU,CAN,agriculture,413934786,2025,2
DEU,CAN,chemicals,1043428413,2025,2
DEU,CAN,textiles,264937243,2025,1
DEU,CAN,other,3059843599,2025,1
DEU,IND,energy,444741668,2025,3
DEU,IND,semis,684153220,2025,4
DEU,IND,pharma,818613736,2025,1
DEU,IND,food,369434432,2025,4
DEU,IND,industrial_metals,1045757552,2025,3
DEU,IND,vehicles,1815123165,2025,3
DEU,IND,agriculture,447255838,2025,1
DEU,IND,chemicals,1093164825,2025,1
DEU,IND,textiles,308125886,2025,3
DEU,IND,other,4214459320,2025,2
DEU,SGP,energy,250475272,2025,1
DEU,SGP,semis,581738210,2025,2
DEU,SGP,pharma,482481350,2025,1
DEU,SGP,food,319674650,2025,2
DEU,SGP,industrial_metals,713913304,2025,1
DEU,SGP,vehicles,1160215714,2025,4
DEU,SGP,agriculture,321930026,2025,1
DEU,SGP,chemicals,726809255,2025,4
DEU,SGP,textiles,240015608,2025,2
DEU,SGP,other,2812665552,2025,2
DEU,ZAF,energy,150160014,2025,2
DEU,ZAF,semis,434585305,2025,3
DEU,ZAF,pharma,478521891,2025,1
DEU,ZAF,food,163831498,2025,2
DEU,ZAF,industrial_metals,546607117,2025,3
DEU,ZAF,vehicles,916254771,2025,1
DEU,ZAF,agriculture,258574437,2025,4
DEU,ZAF,chemicals,795411093,2025,4
DEU,ZAF,textiles,217124111,2025,3
DEU,ZAF,other,2471991182,2025,3
DEU,ARE,energy,196888552,2025,3
DEU,ARE,semis,426940392,2025,2
DEU,ARE,pharma,532699110,2025,2
DEU,ARE,food,161484660,2025,4
DEU,ARE,industrial_metals,565165147,2025,2
DEU,ARE,vehicles,1002512323,2025,1
DEU,ARE,agriculture,235561358,2025,1
DEU,ARE,chemicals,754858944,2025,3
DEU,ARE,textiles,231230852,2025,3
DEU,ARE,other,1983065204,2025,1
DEU,AUS,energy,212385563,2025,1
DEU,AUS,semis,318579602,2025,2
DEU,AUS,pharma,533669721,2025,3
DEU,AUS,food,256811083,2025,4
DEU,AUS,industrial_metals,490047972,2025,1
DEU,AUS,vehicles,794052434,2025,2
DEU,AUS,agriculture,168710099,2025,4
DEU,AUS,chemicals,756299130,2025,3
DEU,AUS,textiles,184493260,2025,2
DEU,AUS,other,1922787280,2025,2
DEU,NOR,energy,191730903,2025,1
DEU,NOR,semis,345067295,2025,4
DEU,NOR,pharma,402487162,2025,4
DEU,NOR,food,161526091,2025,3
DEU,NOR,industrial_metals,367826752,2025,3
DEU,NOR,vehicles,738514964,2025,4
DEU,NOR,agriculture,123267226,2025,2
DEU,NOR,chemicals,521776777,2025,4
DEU,NOR,textiles,198091552,2025,4
DEU,NOR,other,1625552247,2025,1
DEU,FIN,energy,184062696,2025,3
DEU,FIN,semis,369992978,2025,4
DEU,FIN,pharma,380883818,2025,2
DEU,FIN,food,193090793,2025,2
DEU,FIN,industrial_metals,293387414,2025,2
DEU,FIN,vehicles,701664945,2025,4
DEU,FIN,agriculture,125850256,2025,1
DEU,FIN,chemicals,414555799,2025,1
DEU,FIN,textiles,120308950,2025,1
DEU,FIN,other,1668168251,2025,2
DEU,IRL,energy,195213191,2025,2
DEU,IRL,semis,435858100,2025,2
DEU,IRL,pharma,433714291,2025,1
DEU,IRL,food,209229534,2025,1
DEU,IRL,industrial_metals,552649091,2025,2
DEU,IRL,vehicles,1052265213,2025,2
DEU,IRL,agriculture,254481186,2025,1
DEU,IRL,chemicals,526977757,2025,4
DEU,IRL,textiles,167150187,2025,1
DEU,IRL,other,2231334777,2025,1
DEU,PRT,energy,143182331,2025,2
DEU,PRT,semis,310446340,2025,3
DEU,PRT,pharma,381792494,2025,3
DEU,PRT,food,176806590,2025,2
DEU,PRT,industrial_metals,334556891,2025,3
DEU,PRT,vehicles,993692519,2025,2
DEU,PRT,agriculture,207272597,2025,4
DEU,PRT,chemicals,657589933,2025,1
DEU,PRT,textiles,144903169,2025,2
DEU,PRT,other,1484721345,2025,2
DEU,GRC,energy,249338245,2025,1
DEU,GRC,semis,312115774,2025,4
DEU,GRC,pharma,431504603,2025,2
DEU,GRC,food,178104369,2025,3
DEU,GRC,industrial_metals,626285769,2025,3
DEU,GRC,vehicles,999585667,2025,2
DEU,GRC,agriculture,217041854,2025,2
DEU,GRC,chemicals,503421955,2025,4
DEU,GRC,textiles,175900093,2025,3
DEU,GRC,other,2486612862,2025,2
DEU,SVK,energy,201719915,2025,3
DEU,SVK,semis,348366865,2025,2
DEU,SVK,pharma,549621553,2025,4
DEU,SVK,food,152683615,2025,3
DEU,SVK,industrial_metals,509659985,2025,3
DEU,SVK,vehicles,706898770,2025,4
DEU,SVK,agriculture,176512920,2025,3
DEU,SVK,chemicals,566892236,2025,3
DEU,SVK,textiles,187167803,2025,2
DEU,SVK,other,1348425127,2025,1
DEU,SVN,energy,238839844,2025,1
DEU,SVN,semis,387842544,2025,1
DEU,SVN,pharma,452846251,2025,2
DEU,SVN,food,169362054,2025,2
DEU,SVN,industrial_metals,612171255,2025,3
DEU,SVN,vehicles,1160114083,2025,4
DEU,SVN,agriculture,189756160,2025,3
DEU,SVN,chemicals,412931247,2025,2
DEU,SVN,textiles,252776146,2025,1
DEU,SVN,other,2471444917,2025,4
DEU,HRV,energy,153033698,2025,3
DEU,HRV,semis,238710128,2025,2
DEU,HRV,pharma,545261156,2025,3
DEU,HRV,food,132265851,2025,1
DEU,HRV,industrial_metals,455361646,2025,2
DEU,HRV,vehicles,748139148,2025,4
DEU,HRV,agriculture,139527961,2025,1
DEU,HRV,chemicals,653270899,2025,3
DEU,HRV,textiles,166572364,2025,4
DEU,HRV,other,1384262929,2025,4
DEU,BGR,energy,202081362,2025,3
DEU,BGR,semis,247755323,2025,3
DEU,BGR,pharma,389955940,2025,2
DEU,BGR,food,124771036,2025,3
DEU,BGR,industrial_metals,395005085,2025,1
DEU,BGR,vehicles,703406261,2025,2
DEU,BGR,agriculture,122936285,2025,2
DEU,BGR,chemicals,644741221,2025,2
DEU,BGR,textiles,201500842,2025,1
DEU,BGR,other,1367575901,2025,1
DEU,EST,energy,128772312,2025,2
DEU,EST,semis,318233505,2025,1
DEU,EST,pharma,466653140,2025,2
DEU,EST,food,219167920,2025,4
DEU,EST,industrial_metals,345599622,2025,2
DEU,EST,vehicles,1030906386,2025,1
DEU,EST,agriculture,195369308,2025,4
DEU,EST,chemicals,497467413,2025,1
DEU,EST,textiles,164187085,2025,1
DEU,EST,other,1985680343,2025,2
DEU,LVA,energy,141441889,2025,2
DEU,LVA,semis,294256343,2025,3
DEU,LVA,pharma,324877871,2025,3
DEU,LVA,food,175564898,2025,2
DEU,LVA,industrial_metals,417503743,2025,2
DEU,LVA,vehicles,850100766,2025,2
DEU,LVA,agriculture,106227458,2025,1
DEU,LVA,chemicals,346370325,2025,4
DEU,LVA,textiles,185541694,2025,1
DEU,LVA,other,1570666671,2025,4
DEU,LTU,energy,163155766,2025,2
DEU,LTU,semis,308150285,2025,2
DEU,LTU,pharma,330553739,2025,3
DEU,LTU,food,148352565,2025,2
DEU,LTU,industrial_metals,406204133,2025,4
DEU,LTU,vehicles,822348016,2025,4
DEU,LTU,agriculture,133444631,2025,3
DEU,LTU,chemicals,449981523,2025,2
DEU,LTU,textiles,162126033,2025,4
DEU,LTU,other,1939712621,2025,1
JPN,USA,energy,2093012669,2025,4
JPN,USA,semis,6129973518,2025,4
JPN,USA,pharma,1484176461,2025,1
JPN,USA,food,1395888579,2025,3
JPN,USA,industrial_metals,3758529118,2025,1
JPN,USA,vehicles,6335735737,2025,4
JPN,USA,agriculture,1461927714,2025,1
JPN,USA,chemicals,3207035816,2025,1
JPN,USA,textiles,1672948666,2025,4
JPN,USA,other,12819128403,2025,4
JPN,CHN,energy,1841058782,2025,2
JPN,CHN,semis,5968769637,2025,4
JPN,CHN,pharma,1193311344,2025,3
JPN,CHN,food,1843068971,2025,2
JPN,CHN,industrial_metals,3838089311,2025,1
JPN,CHN,vehicles,7180161613,2025,1
JPN,CHN,agriculture,1363148529,2025,3
JPN,CHN,chemicals,2429651349,2025,1
JPN,CHN,textiles,1500451500,2025,1
JPN,CHN,other,17910483739,2025,3
JPN,KOR,energy,1802871956,2025,4
JPN,KOR,semis,5141476989,2025,1
JPN,KOR,pharma,1316098471,2025,1
JPN,KOR,food,1625466484,2025,3
JPN,KOR,industrial_metals,3181755382,2025,2
JPN,KOR,vehicles,8873778796,2025,4
JPN,KOR,agriculture,1089330919,2025,2
JPN,KOR,chemicals,2094016160,2025,4
JPN,KOR,textiles,1695498640,2025,4
JPN,KOR,other,11799790481,2025,2
JPN,TWN,energy,1002158316,2025,3
JPN,TWN,semis,4427932998,2025,3
JPN,TWN,pharma,1165651909,2025,4
JPN,TWN,food,784342273,2025,4
JPN,TWN,industrial_metals,2225351293,2025,2
JPN,TWN,vehicles,5684148242,2025,3
JPN,TWN,agriculture,1315912594,2025,2
JPN,TWN,chemicals,1921047456,2025,3
JPN,TWN,textiles,850009909,2025,1
JPN,TWN,other,10059100823,2025,1
JPN,HKG,energy,1207124060,2025,1
JPN,HKG,semis,3629048605,2025,3
JPN,HKG,pharma,991027901,2025,1
JPN,HKG,food,1010173270,2025,4
JPN,HKG,industrial_metals,3656303266,2025,2
JPN,HKG,vehicles,4632682128,2025,3
JPN,HKG,agriculture,1357228822,2025,1
JPN,HKG,chemicals,2258490502,2025,2
JPN,HKG,textiles,1025867476,2025,4
JPN,HKG,other,16033560282,2025,4
JPN,THA,energy,1083270975,2025,2
JPN,THA,semis,4642909020,2025,2
JPN,THA,pharma,1353541962,2025,4
JPN,THA,food,1435858700,2025,4
JPN,THA,industrial_metals,2593346628,2025,3
JPN,THA,vehicles,6679624053,2025,2
JPN,THA,agriculture,1374051829,2025,4
JPN,THA,chemicals,1903064523,2025,1
JPN,THA,textiles,1193832273,2025,1
JPN,THA,other,12570263817,2025,2
JPN,DEU,energy,917929812,2025,3
JPN,DEU,semis,3548320922,2025,2
JPN,DEU,pharma,940059711,2025,3
JPN,DEU,food,690965761,2025,1
JPN,DEU,industrial_metals,1501046418,2025,1
JPN,DEU,vehicles,5408066135,2025,2
JPN,DEU,agriculture,1010926565,2025,1
JPN,DEU,chemicals,1087910315,2025,4
JPN,DEU,textiles,1067344672,2025,3
JPN,DEU,other,10207622834,2025,3
JPN,SGP,energy,767320215,2025,4
JPN,SGP,semis,3635350091,2025,4
JPN,SGP,pharma,975175095,2025,1
JPN,SGP,food,627084142,2025,3
JPN,SGP,industrial_metals,2413724926,2025,3
JPN,SGP,vehicles,4784694532,2025,4
JPN,SGP,agriculture,651851099,2025,1
JPN,SGP,chemicals,1256224334,2025,3
JPN,SGP,textiles,932147289,2025,3
JPN,SGP,other,7886689343,2025,4
JPN,VNM,energy,680297886,2025,2
JPN,VNM,semis,2689530631,2025,4
JPN,VNM,pharma,968065227,2025,3
JPN,VNM,food,583546202,2025,2
JPN,VNM,industrial_metals,1240420350,2025,1
JPN,VNM,vehicles,4536114203,2025,4
JPN,VNM,agriculture,840416309,2025,4
JPN,VNM,chemicals,1069247215,2025,2
JPN,VNM,textiles,985650926,2025,4
JPN,VNM,other,6778471654,2025,2
JPN,AUS,energy,540597003,2025,4
JPN,AUS,semis,1872255609,2025,3
JPN,AUS,pharma,797705420,2025,2
JPN,AUS,food,856791737,2025,1
JPN,AUS,industrial_metals,1133627636,2025,4
JPN,AUS,vehicles,3473982524,2025,2
JPN,AUS,agriculture,475338792,2025,4
JPN,AUS,chemicals,1399071920,2025,2
JPN,AUS,textiles,781902038,2025,3
JPN,AUS,other,8235068999,2025,4
JPN,MYS,energy,431433188,2025,2
JPN,MYS,semis,1490558328,2025,2
JPN,MYS,pharma,436593539,2025,3
JPN,MYS,food,377648487,2025,4
JPN,MYS,industrial_metals,1319287712,2025,1
JPN,MYS,vehicles,2310731560,2025,1
JPN,MYS,agriculture,618379984,2025,1
JPN,MYS,chemicals,861246223,2025,1
JPN,MYS,textiles,407362033,2025,1
JPN,MYS,other,4331260701,2025,1
JPN,IDN,energy,720454942,2025,4
JPN,IDN,semis,2445629865,2025,2
JPN,IDN,pharma,721216282,2025,4
JPN,IDN,food,707767438,2025,3
JPN,IDN,industrial_metals,1235381413,2025,3
JPN,IDN,vehicles,3360602802,2025,2
JPN,IDN,agriculture,580563447,2025,3
JPN,IDN,chemicals,1297466532,2025,1
JPN,IDN,textiles,640418100,2025,4
JPN,IDN,other,5395998251,2025,1
JPN,PHL,energy,520800714,2025,1
JPN,PHL,semis,1533017328,2025,3
JPN,PHL,pharma,363026353,2025,4
JPN,PHL,food,514707649,2025,3
JPN,PHL,industrial_metals,1224551954,2025,1
JPN,PHL,vehicles,2437290156,2025,2
JPN,PHL,agriculture,491775155,2025,4
JPN,PHL,chemicals,626726381,2025,4
JPN,PHL,textiles,480575986,2025,4
JPN,PHL,other,4289058044,2025,3
JPN,IND,energy,320909344,2025,1
JPN,IND,semis,1441703058,2025,3
JPN,IND,pharma,350384092,2025,2
JPN,IND,food,478852037,2025,2
JPN,IND,industrial_metals,769699271,2025,1
JPN,IND,vehicles,2344336292,2025,1
JPN,IND,agriculture,344525174,2025,2
JPN,IND,chemicals,912478652,2025,1
JPN,IND,textiles,410975528,2025,3
JPN,IND,other,4456990762,2025,4
JPN,NLD,energy,406732263,2025,2
JPN,NLD,semis,1515782502,2025,1
JPN,NLD,pharma,477030577,2025,3
JPN,NLD,food,387364022,2025,1
JPN,NLD,industrial_metals,1175673444,2025,2
JPN,NLD,vehicles,2376655475,2025,3
JPN,NLD,agriculture,315866073,2025,4
JPN,NLD,chemicals,526659386,2025,2
JPN,NLD,textiles,308033029,2025,3
JPN,NLD,other,3999454370,2025,1
JPN,GBR,energy,416207529,2025,4
JPN,GBR,semis,1054228074,2025,3
JPN,GBR,pharma,324526367,2025,3
JPN,GBR,food,427648865,2025,4
JPN,GBR,industrial_metals,862655849,2025,4
JPN,GBR,vehicles,1242017406,2025,1
JPN,GBR,agriculture,263967992,2025,2
JPN,GBR,chemicals,671989632,2025,4
JPN,GBR,textiles,256407572,2025,1
JPN,GBR,other,3814605211,2025,4
JPN,CAN,energy,308512423,2025,1
JPN,CAN,semis,1065611608,2025,3
JPN,CAN,pharma,449685208,2025,2
JPN,CAN,food,298035416,2025,1
JPN,CAN,industrial_metals,815530200,2025,1
JPN,CAN,vehicles,2028562421,2025,1
JPN,CAN,agriculture,407760231,2025,3
JPN,CAN,chemicals,443999247,2025,1
JPN,CAN,textiles,343781494,2025,1
JPN,CAN,other,3463110042,2025,2
JPN,MEX,energy,442941328,2025,2
JPN,MEX,semis,859835797,2025,1
JPN,MEX,pharma,313874091,2025,3
JPN,MEX,food,246017402,2025,4
JPN,MEX,industrial_metals,642726571,2025,4
JPN,MEX,vehicles,1632943774,2025,3
JPN,MEX,agriculture,349342344,2025,2
JPN,MEX,chemicals,612527047,2025,4
JPN,MEX,textiles,426928967,2025,1
JPN,MEX,other,3793034763,2025,4
JPN,FRA,energy,215031688,2025,2
JPN,FRA,semis,853339033,2025,4
JPN,FRA,pharma,178951035,2025,1
JPN,FRA,food,267601721,2025,4
JPN,FRA,industrial_metals,413964555,2025,1
JPN,FRA,vehicles,1539158030,2025,3
JPN,FRA,agriculture,194764293,2025,3
JPN,FRA,chemicals,312363970,2025,1
JPN,FRA,textiles,266604687,2025,3
JPN,FRA,other,3109446163,2025,3
JPN,ITA,energy,263767397,2025,1
JPN,ITA,semis,835370060,2025,2
JPN,ITA,pharma,204214054,2025,1
JPN,ITA,food,146620908,2025,2
JPN,ITA,industrial_metals,458125177,2025,2
JPN,ITA,vehicles,1025116203,2025,1
JPN,ITA,agriculture,212137054,2025,4
JPN,ITA,chemicals,392792511,2025,2
JPN,ITA,textiles,221636811,2025,2
JPN,ITA,other,2590036926,2025,4
JPN,BEL,energy,248037806,2025,3
JPN,BEL,semis,759989994,2025,4
